descrizione,label,dominio
antica porta urbica incorporata edifici circostanti ridotta solo fornice lato interno madonna bambino santi affresco sec xiv,High_Quality,Architettura
progetto propone analizzare percezione monumenti romani secoli xvi xvii cosi possibile ricostruirla attraverso repertorio guide viaggiatori prodotto quel periodo mediante opere antiquaria contemporanee particolare vuole esaminare lento cambiamento conduce visita roma citta sacra viaggio roma centro antichita progetto comprende database interrelato comprende seguenti entita oggetto fonte bibliografica persona toponimo collezione fotografia piu serie dizionari controllati istanze registrate database direttamente collegate pagine testi digitalizzate progetto ancora fase test comprende circa record immagini,High_Quality,Architettura
battistero san giovanni conserva importantissime opere d arte fonte battesimale affreschi quattrocenteschi vecchietta stato recentemente musealizzato regolamentandone fruizione orari predeterminati pagamento biglietto ingresso,High_Quality,Architettura
lesene dipinte fingono superficie modulata scanalature inferiormente rudentate sopra collarino modellato capitello corinzio slanciate foglie acanto cauli ben rilevati,High_Quality,Architettura
cornice architettonica sviluppa basamento rettangolare formato riquadro centrale profilato listello scanalato esso affiancano due piedistalli parallelepipedi analoga profilatura entro dispongono due motivi decorativi grande rosetta cornice circolare compresa due fogliette ciascun piedistallo sorregge lesena scanalata ornata sequenza fogliette dimensioni decrescenti verso basso lesene dispongono pulvini tronco piramide posano due elementi cubici ornati fronte rosetta centrale essi sorreggono trabeazione dentelli poggia timpano triangolare profilo spezzato presenta profilatura interna dentelli decorazione campo volute intrecciate affiancate serti fogliacei alto centro testina femminile lungo due montanti cornice sviluppa decorazione tralci fogliacei dispone testa cherubino,High_Quality,Architettura
etnografia alta val borbera lavoro campi casa filatura falegnameria,High_Quality,Architettura
antiche attivita proprie dimensione agro silvopastorale rinascono montegrosso intero abitato votato ricostruzione attivita tradizionali ultima castagna vero sistema sopravvivenza invernale nucleo principale costituito esposizione bosco addomesticato ospitata piano terra edificio ex scuola elementare illustra aspetti storici botanici economici utilizzi tecniche lavorazione conservazione castagna recuperando attrezzi quali seccherecci utilizzati favorire distacco buccia castagne visitatore potra apprezzare nicchia appositamente costruita macchina battere castagne presentata primo esempio superamento tradizionale lavorazione manuale illustrano funzionamento macchina saltuariamente attivata alcuni pannelli esplicativi immagini testo qui inizio itinerario esterno conduce prima essicatoio recentemente restaurato quindi radura bosco monte paese state ricostruite due carbonaie tratta antichissimo suggestivo sistema catasta legna brucia giorni producendo interno discreto quantitativo carbone fianco stata ripristinata casa carbonaio doveva passare tempo fianco catasta controllarne corretto funzionamento tempo boschi liguria distinti tradizionale presenza,High_Quality,Architettura
collarino sezione circolare modanato capitello fogliaceo volute abaco aggetto terminale,High_Quality,Architettura
colonna granito sormontata capitello corinzio sostiene architrave scolpito ornati vegetali modanature palmette fuserole semicapitelli corinzi inglobati pilastri laterali,High_Quality,Architettura
due mensole voluta inquadrano paliotto marmi policromi finemente intarsiati sostengono mensa sopra due colonne capitello corinzio timpano mistilineo centro rappresentazione colomba spirito santo,High_Quality,Architettura
situata parte bassa bordighera pressi antica via romana chiesa pervenuta aspetto intorno fine ottocento quando venne edificata numerosa comunit inglese presente epoca bordighera sin primi inglesi utilizzato funzioni religiose hotel d angleterre poi hotel lozeron quindi cappella privata situata parco villa rosa concessa uso proprietaria mrs fanshawe aumento ospiti comunit gran parte pianta stabile presenza gi pastore nominato vescovo anglicano gibilterra suscit esigenza specifico edificio adibito culto nuovo tempio anglicano costruito pi fasi terreno propriet fanshawe grazie aiuto economico charles henry lowe munifico benefattore inglese piccola chiesa pietra locale suddivisa tre navate separate grandi pilastri venne detta chiesa santi consacrata novembre ancora ampliata fino raggiungere odierne dimensioni forme architettoniche decorative richiamano austero stile neogotico accomuna chiese riformate realizzate italia ottocento interpretato elemento tradizione spiritualit chiesa stata acquistata comune dopo accurato restauro utilizza insieme palazzo parco centro culturale polivalente concerti mostre conferenze spettacoli teatrali,High_Quality,Architettura
palazzo romagnoli reggiani prende nome famiglia romagnoli origine cesenate stabili forli quando lorenzo romagnoli divenne prefetto citta durante governo francese famiglia reggiani girolamo lorenzo reggiani sposo ultima discendente virginia assunse cognome reggiani romagnoli edificio venduto famiglia comune stato lungo destinato esercito sede distretto militare provincia forli visita medica leva edificio veste attuale risultato accorpamento piu unita immobiliari preesistenti atto ristrutturazione valorizzazione ordinata prefetto napoleonico lorenzo romagnoli unificato unica struttura architettonica soffitti piano terra piano nobile accede scalone monumentale interamente decorati secondo stile transizione barocco neoclassico parte riconducibile bottega felice giani due passi musei san domenico palazzo romagnoli dopo recente restauro ospita collezioni civiche novecento particolare piano terra dedicato esposizione permanente prestigiosa collezione verzocchi mentre primo piano collocate selezione opere oli incisioni morandi donazione righini sculture wildt legate figura raniero paulucci de calboli grande romagna opere pittoriche plastiche rappresentative vasto composito patrimonio novecentesco forlivese,High_Quality,Architettura
particolari ordine dorico anfiteatro flavio tavola divisa due parti sezione alzato color rosato pianta color grigio destra inf basamento colonna stilobate due gradini sezionati cornice d imposta sup dettaglio trabeazione arco sezione trabeazione ordine vista capitello colonna sinistra basso sezione fusto colonna sporgente muro due terzi vista capitello sup alzato capitello trabeazione,High_Quality,Architettura
fnv unisce prolunga inferiore inventariata attaccata margini prolunga sinistra riferimenti moderni matita g g tavola raffigura destra capitello base sinistra colonna sezione iscrizione misure disegno tracciato penna acquerellato bruno grigio bruno giallo verdino matita sinistra capitello schizzo sezione abaco profilo base sezione colonna architetture roma battistero lateranense elementi architettonici colonna corinzia,High_Quality,Architettura
due coppie colonne elaborato capitello dorico fiancheggiano mensa dossale mensa erettangolare gradino paliotto intarsiato iscrizione cornice superiore dossale basso riquadro rilievo mensole volute laterali conchiglia centrale alto cornice terminazione mistilinea conchiglia centrale colonne trabeazione spezzata fregio scanalato timpano curvilineo spezzato centro teste d angelo festoni alto stemma entro cartiglio cartocci mascherone corona spioventi vasi pinnacoli parete retrostante fastigio volute elementi vegetali,High_Quality,Architettura
cinque porte mostra marmorea architrave iscrizione scolpita lungo perimetro sala biblioteca aprono cinque porte lato occidentale due porte conducono sala adrianeo cagliostra porta lungo parete est accede vestibolo biblioteca parete sud sala due porte conducono rispettivamente sala tesoro corridoio pompeiano architravi cinque porte cornice camino raffaello montelupo ricorre nome papa farnese pagamento maggio riguarda lucidatura camino altre note contabili successive documentato inizio consuete operazioni tipiche fase finale lavori impanate finestre doratura lettere sopra porte camino pulitura pavimento ecc disegno conservato dusseldorf kunstmuseum graphische sammlung n fp presenta tre studi putti sovrapporta alcuni quali andati completamenti perduti affresco corrispondente,High_Quality,OpereArteVisiva
dipinto personaggi cristo san francesco d assisi san girolamo,High_Quality,OpereArteVisiva
supporto costituito unica asse lignea dipinta entrambi lati cornici originali intagliate parte inchiodate supporto disegno preparatorio incisione compasso aureole riga squadra cornice perimetrale pennello colore bruno delineare figure entrambi lati lamina d oro applicata guazzo bolo rosso fondi mentre stesa missione dettagli vesti epoca ignota stata completamente raschiata sfondo verso preparazione bolo lamina d argento guazzo bolo rosso forse meccata pastorale chiavi san pietro mitria sant ercolano sfondo perugia cornici decorazioni fondo oro eseguite bulino tecnica esecuzione tempera pennellate stese corpo cornici dipinte motivi colore rosso blu decorazione cuspide lato san pietro andata perduta frammenti rimangono piu interpretabili personaggi san pietro sant ercolano,High_Quality,OpereArteVisiva
decorazione plastica figure angeli,High_Quality,OpereArteVisiva
statua marmo bianco tondo san zenone protettore finale rappresentato abito antico guerriero romano panneggiato dietro spalle destra alzata reggente scudo sinistra personaggi san zenone martire,High_Quality,OpereArteVisiva
oggetto decorato solo lato madonna bambino ampio mantello color azzurro due personaggi immersi nuvole parte bassa mentre alto figure stagliano sfondo colore giallo collo piede decorazioni fitomorfe stilizzate,High_Quality,OpereArteVisiva
paesaggio alberi ruscello piccole figura umane paesaggi,High_Quality,OpereArteVisiva
scultura aderisce ancora volta stile fortemente astratto friscia usa ultimi anni vita numerosissime opere utilizzando composizione elementi verticalita orizzontalita incrocio quali nasce strutturazione piani quest immagine fortemente inquietante tempo stesso totemica egli predilige elemento verticale pur adottando alcuni punti linea curva contribuisce conferire eleganza autorevolezza pur partendo resa formale tipo utilizzata ambiguous figure friscia quest opera supera complica forme interseca contrappone creando anfratti rendendola piu aggressiva attraverso elementi acuminati guglie innervano struttura accumulo materia possiamo quindi registrare gesti frenetici scultore presuppone premeditazione progetto finzione simbolica sottende continua oss scultura riproduce forme astratte figura forse maschile parte superiore caratterizzata semicerchio simile elemetto ricade fronte ridotta rombo stilizzato fortemente allungata corpo piriforme mentre parte inferiore simile cubo presenta aperture interne filettatura terminazione triangolare fusa piedistallo parte inferiore quattro protuberanze acuminate proiettano verso esterno figura posizione stante fusa supporto cubico marmo,High_Quality,OpereArteVisiva
mezzo busto raffigurante pasini tavolozza pittore pennello mano sinistra ritratti personaggi alberto pasini abbigliamento oggetti tavolozza pennelli,High_Quality,OpereArteVisiva
base cartiglio busto ritratti giulio cesare abbigliamento classico,High_Quality,OpereArteVisiva
basso piede circolare filettato d oro corpo leggermente svasato verso bocca decorato fregio d oro fondo blu uniforme meta inferiore nastro violetto fiori viola fondo fianco meta superiore orlo accompagnato smerlatura dorata esterno fascia motivo vegetale floreale dorata interno ansa circolare piccoli ricci dorati,High_Quality,OpereArteVisiva
maria carolina copricapo grosso fiocco testa nastro passa sotto mento scendono fronte piccoli ricci donna indossa abito scollato incrociato petto scultura poggia piedistallo ligneo dipinto finto marmo multicolore piu ordini personaggi maria carolina borbone,High_Quality,OpereArteVisiva
tavolo legno dipinto tempera colore bianco gran parte piano costituito inserzione rettangolare anch essa legno corpo sot tostante piano angoli smussati fronti lunghi ap r ono due lunghi cassetti serrature gambe tornite parte s uperiore doppio piattello parte inferiore cipolla semplic on lungo prolungamento base,High_Quality,OpereArteVisiva
oleografia entro cornice stucco dorato presenta sfondo aulico colonne tendaggi aprono paesaggio collinare cielo azzuro gruppo costituito madonna seduta bambino appoggiato san giovannino inginocchiato davanti,High_Quality,OpereArteVisiva
cippo sezione quadrata cornice inferiore modanata terminazione piramidale posto base gradini sormontato lanterna ferro battuto ciascuna presenta parte inferiore lastra marmorea recante iscrizione incisione parte superiore tondo decorazione rilievo armi elmetto armi baionetta armi spada simboli stella cinque punte,High_Quality,OpereArteVisiva
personaggi gesu oggetti globo croce,High_Quality,OpereArteVisiva
lapide semplice lineare cornice marmo,High_Quality,OpereArteVisiva
giovane donna vestito nero scialle velo bianco dipinto finito parte inferiore cornice intagliata dorata sec xvii motivo ghirlanda foglie d alloro centro lati angoli espande cartelle riccioli,High_Quality,OpereArteVisiva
medaglione ricavato interno formella quadrata colore marrone scuro raffigurante donna mezzo busto volto profilo capelli scuri raccolti crocchia camicetta senza maniche ampio decollete bianca sfumature grigie carnagione rossa,High_Quality,OpereArteVisiva
dipinto rettangolare olio tela personaggi madonna bambino magistrati paesaggio montagne nuvole sinistra tre magistrati vestiti mantelli bordati ermellino maniche davanti dietro sfondo scuro uniforme centro paesaggio rettangolare montagne cielo nuvoloso sotto stemmi committenti destra sfondo panneggiato madonna volto profilo bambino teso verso sinistra,High_Quality,OpereArteVisiva
dipinto entro cornice lignea verniciata ocra bordo interno dorato carlo savoia raffigurato armatura grigia bordi dorati collo collare ordine ss annunziata motto fert oro fondo rosso mano destra regge spada mentre destra dipinto compare stemma araldico corona collare fascia senza iscrizione basso ritratti carlo savoia,High_Quality,OpereArteVisiva
paesaggio schematico abbondanti eleganti quinte vegetali torrione semidiruto terminale chiare fresche dolci acque quali due figurine pescatori cercano tirare qualche pesiolino disegno elegantissimo solita tavolozza verdi marci giallolini arancetti azzurri cinerini contrasto bruno violaceo manganese tronchi intrecciantisi,High_Quality,OpereArteVisiva
ignora originaria ubicazione dipinto giunto galleria insieme altri pezzi donati f m perkins raccolta lastra signa dipinto giunse prima concordemente riferito critica fase tarda matteo giovanni datato quindi tavola centinata cornice presumibilmente coeva,High_Quality,OpereArteVisiva
dipinto rosso cupo fregi decorazioni dorate forma ottagonale uscente pulpito dipinto fregi dorati ornati specchi bassorilievo iscrivono esagoni tele dipinte olio simboli sinistra libro aperto paesaggio barca rupe sgorga acqua fede figura donna veste verde manto rosso lume acceso cetra vaso versa acqua ogni simbolo reca cartiglio relativa scritta baldacchino frangia traforata inferiormente latta dipinta superiormente legno traforato simboli libro aperto lume acceso cetra vaso versa acqua paesaggi barca rupe sgorga acqua personificazioni fede,High_Quality,OpereArteVisiva
opera formato circolare ceramica policroma raffigurante centro spazio compositivo apollo seduto gambe accavallate braccio destro alzato piegato verso capo sinistra giovane donna nuda profilo tende braccio verso personaggi apollo nudi femminili vegetali pianta,High_Quality,OpereArteVisiva
sagomato presenta decorazione dipinta caratterizzata motivi vegetali intrecciati cesto fiori centro uccelli taglienti d certosa trisulti casamari p,High_Quality,OpereArteVisiva
personaggi gesu cristo madonna san giovanni evangelista santa maria maddalena figure pie donne angeli,High_Quality,OpereArteVisiva
lapide marmo bianco memoria caduti primo conflitto mondiale centro rilievo cristo crocifisso lati incisi nomi caduti completi ritratti fotografici cristo crocifisso,High_Quality,OpereArteVisiva
bambola testa mani legno occhi bocca dipinti abito seta posta piedistallo ovale raffigura samurai katana impugnata mano destra abito esterno decorato motivo tipo komon diverse tonalita grigio s intravedono lembi abito interno figure umane samurai armi katana abbigliamento,High_Quality,OpereArteVisiva
base troncopiramidale quattro facce spigoli vivi mensola superiore quadrangolare aggettante fusto sagomato grosso vaso liscio strozzatura superiore segnata aneli modanati terminale corto birillo concluso triplice rigatura modanata aggettante terza espansione poggia vasca circolare base liscia forte gola sotto orlo revosciato segnato rigatura incavata,High_Quality,OpereArteVisiva
secchiello sezione circolare base modanata impostata gradinio liscio modanato corpo centrale forma campanula presenta basso decorazione motivo foglie lanceolate centro banda liscia alto fascia baccellata incavo due cherubini quali tramite anelli inserisce manico liscio saldate bordo secchiello aspersorio globo percorso centro profilo bombato manico cilindrico terminante impugnatura decorata successione fogli volute,High_Quality,OpereArteVisiva
monumento composto tre gradini base lapide bronzo obelisco apice posta scultura bronzo raffigurante aquila regge bandiera obelisco posizionata piccola lapide marmo stemma comune elementi decorativi bronzo raffiguranti elmo spada ghirlanda stella allegorie aquila simboli bandiera simboli elmo spada simboli stemma comunale,High_Quality,OpereArteVisiva
lettera h miniata interno cornice geometrica fondo scuro lettera presenta decorazione fitomorfa interno estremita nodo lungo elemento verticale,High_Quality,OpereArteVisiva
scodella ceramica decorazione interna graffita punta policroma esterno semplicemente ingobbiato sotto vetrina trasparente scodella ceramica decorazione interna graffita punta policroma motivo centro cavetto tipo zoomorfo tesa presente decoro vegetale ottenuto sempre tecnica graffita tavolozza cromatica verde ramina giallo ferraccia,High_Quality,OpereArteVisiva
coppetta sezione ovale superficie liscia agata basso piede argento dorato decorato fregio foglie attaccatura piede sviluppano due fasce girano orlo saldate anse avoluta terminanti testa grifone,High_Quality,OpereArteVisiva
affresco raffigura ramoscelli foglie piccole bacche foglie d acanto racchiudono fiore giallo decorazioni fiori,High_Quality,OpereArteVisiva
personaggi s silvestro costantino figure ecclesiastici putti soldati oggetti immagine santi pietro paolo croce papale trono fascio litttorio lancia interno interno chiesa,High_Quality,OpereArteVisiva
personaggi san francesco oggetti crocifisso,High_Quality,OpereArteVisiva
tratta due pannelli laterali crocifissione oggi perduta pannello sinistra madonna dietro beati massimo vigliano filippo dacassina pannello destra raffigurato san giovanni beati timoteo monticchio vincenzo aquila sfondo itta paesaggio montagnoso,High_Quality,OpereArteVisiva
tavola forma rettangolare personaggi madonna gesu bambino san giacomo san francesco,High_Quality,OpereArteVisiva
rilievo personaggi san gerolamo,High_Quality,OpereArteVisiva
paesaggio pianura popolato pastori armenti sfondo immersi atmosfera rarefatta primo piano sinistra due figure intente preparazione pasto accanto fuoco paesaggi figure pastori figure maschili figure femminili animali buoi piante alberi,High_Quality,OpereArteVisiva
cristiano tassinari diplomato istituto statale d arte forli laureato accademia belle arti bologna iniziato attivita espositiva appena completati studi serie personali forli bologna milano riguarda mostre collettivo esposto forli pavarolo bolzano sassomarconi premi riconoscimenti sora gorlago ecc attualmente vive lavora berlino conseguito premio michetti ª edizione rassegna pittura agganciata filo sottile realta elaborazione colore essere protagonista immagine rappresentata pennellatura larga seguito superficie risulta tormentata pero fino scomparsa specie impressionismo tecnico pittorico,High_Quality,OpereArteVisiva
due coppie bandinelle rispettivamente quattro cinque dentelli totale diciotto dentelli fondo gros de tours prodotto ordito due trame seta color avorio disegno ricamo motivi oro argento filato riccio lamellare punto steso motivi rilievo argento filato punto pieno motivi sete policrome punto raso volute girali dorati dipartono foglie mazzetti fiori policromi ricca frangia ventagli oro filato lamellare applicazioni pailettes elementi decorativo metallici fodera seta avorio moderna,High_Quality,OpereArteVisiva
parete boccale esterno smalto bianco decorazione manganese perduta linee verticali motivo volute fianco interno vetrina trasparente impasto rosa aranciato,High_Quality,OpereArteVisiva
personaggi madonna bambino s rocco attributi vesti cortina nuvole vesti pellegrino piaga coscia sinistra figure donna seduta letto sinistra donna inginocchiata mani giunte volge spalle architetture letto sinistra parte facciata chiesa s rocco morti destra,High_Quality,OpereArteVisiva
frammento incorniciato listello piatto margine inferiore presenta astragalo doppi segmenti zona centrale campita tralcio foglie polilobate nervate alternate strette larghe decorazioni motivi vegetali,High_Quality,OpereArteVisiva
vasca conchiglia marmo grigio scuro dossale mistilineo stemma annunziata coronato decorazione motivi naturalistici,High_Quality,OpereArteVisiva
tre santi raffigurati secondo iconografia tradizionale s michele armatura gialla sconfigge demonio sostiene bilancia anime s sebastiano martirizzato legato colonna s paolo sorregge libro spada pavimento finto marmo sfondo drappi decorazioni bianche marroni verdi soggetti sacri personaggi san michele arcangelo san sebastiano san paolo attributi bilancia armatura attributi frecce attributi spada abbigliamento,High_Quality,OpereArteVisiva
personaggi cristo madonna s giovanni maria cheofa maria maddalena nicodemo,High_Quality,OpereArteVisiva
mobile rettangolare dipinto basso testine alate angeli centro due busti reliquiari maschile femminile,High_Quality,OpereArteVisiva
orlo arrotondato estroflesso cavita piana piede disco smalto bianco motivo stile compendiario bordo tondo centrale presente paesaggio monocromia blu impasto bianco,High_Quality,OpereArteVisiva
velluto cesellato fondo taffetas dato ordito trama seta bianca opera velluto riccio tagliato prodotto ordito seta color tanne ordito fondo fili cm ordito pelo fili cm trame piu ferri cm rapporto disegno cm x modulo base compone piccolo quadrato dato due racemi prolungano boccio centro corolla disegno ripete ribaltato fra motivo altro inserisce tralcio foglie due lati applicata bordura cm velluto tagliato seta color tanne ricamato cordonetto seta bianca punto ago motivo zig zag inserito entro due righe fondo bianco opera color tanne n p,High_Quality,OpereArteVisiva
legatura rigida pelle assi legno legatura restauro riapplicazione piatti originali decorazione piatti oro cornice esterna filetto seconda cornice accantonata esterna ferro palmetta volute punti cornice specchio filetto specchio piatto superiore super libros arma piatto inferiore arma diversa dorso restauro tagli dorati nr,High_Quality,OpereArteVisiva
fronte incontro dama cavaliere presenza paggio cane entrambi indossano elegante abito secondo moda meta sec xvii sfondo costituito anonimo brano paesaggio campagna personaggi dama cavaliere paggio attributi ombrello parasole attributi spada cappello piumato abbigliamento civile animali cane paesaggi,High_Quality,OpereArteVisiva
personaggi cristo figure soltati interno oggetti flagelli,High_Quality,OpereArteVisiva
tela rettangolare cornice soggetti sacri san francesco saverio battezza regina messico,High_Quality,OpereArteVisiva
cornice sagoma ovale verniciata colore giallo battuta liscia profilo liscio retro gancio metallo appendere quadro personaggio ritratto profilo indossa piviale rosso fascia fondo marrone ricami gialli fermaglio sotto rocchetto personaggi giovanni xi abbigliamento ecclesiastico,High_Quality,OpereArteVisiva
centinato raffigura contessa orante dinnanzi altare vergine sinistra gruppo curiali destra famigliare contessa ricco abito nobiliare stemma frassoni personaggi contessa frassoni familiare contessa ecclesiastici interno chiesa oggetti altare candelabri quadro vergine,High_Quality,OpereArteVisiva
personaggi madonna gesu bambino san giuseppe sant anna san giovannino santa caterina d alessandria san girolamo attributi bastone attributi agnello crocifisso attributi libro ruota dentata attributi libro,High_Quality,OpereArteVisiva
piscina probatica raffigurata interno portico colonnato composito dietro s intravede cupola tempio riecheggia s pietro vaticano decorata statue secondo progetto originario folla personaggi accalca intorno cristo risana paralitico distinguono cieco lebbroso estrema sinistra due scribi tempio osservano attentamente miracolo cornice sagomata dorata opera ricosciuta passignano voss indicazione venturi pubblico illustrazione tale attribuzione piu messa discussione fino quando belli barsali propose orientarla verso ambiente sebastiano vini ciardi riafferma referenze passignano dipinto infine riconosciuto meloni opera paggi giudicato pesenti modello pala altare destro chiesa intitolata s egidio arciospedale fiorentino s maria nuova commessagli spedalingo milanesi,High_Quality,OpereArteVisiva
vaso forma nicchia piedistallo balaustro base ricavati solo pezzo cerchio d oro smaltato bianco altro piu esterno trenta granati taglio quadrato sfaccettato profilano piede fascia d oro anch essa granati incastonati posta attaccatura piedistallo tazza qui parte lamina metallica collega ansa vaso sopraelevata forma voluta ornata granati incastonati prima menzione vaso documenti galleria risale ignota fino momento provenienza piu antica pezzo sagoma nicchia ricolega coppa produzione ultimi tre decenni quando scia lavori usciti bottega milanese miseroni forma risulta largamente diffusa semplificata presente caso montatura autentica senz altro manomessa prima quando vaso gia descritto sola ansa secondo incavo ricavato labbro doveva invece precedere applicazione due manici,High_Quality,OpereArteVisiva
seggiolone zampe lisce braccioli terminanti ricciolo schienale alto terminante ricciolo seduta schienale rivestiti tappezzeria ago decoro fiamme giallo rosso borchie ovali,High_Quality,OpereArteVisiva
disegno tralci foglie rose piccoli fiori garofani colori fondo bianco sete policrome viola sfumato rosso verde azzurro tessuto damasco fondo raso catena disegno gros de tours trama formano motivo contorno effetti broccati fodera seta bianca piccolo gallone dorato,High_Quality,OpereArteVisiva
santo ginocchio davanti altare compaiono cristo madonna intorno quattro angeli personaggi san francesco cristo madonna figure angeli fiori,High_Quality,OpereArteVisiva
dipinto compensato romeo mancini amico enzo rossi leoncillo quali partecipo movimento resistenza anni trasferi roma aderi gruppo neo realista parte redazione rivista realismo,High_Quality,OpereArteVisiva
personaggi madonna cristo eterno padre figure angeli cherubini fenomeni metereologici nuvole simboli colomba,High_Quality,OpereArteVisiva
tratta interno ritratta giovane donna seduta donna vista profilo capo reclinato verso sinistra occupa primo piano dipinto artista sofferma descrivere pochi elementi ambiente quali davanzale finestra solo parte bassa scudo aperto luce diretta immonda tutta stanza giocando salto toni timbri luci ombre provvisto cornice figure femminili,High_Quality,OpereArteVisiva
personaggi gesu bambino san giuseppe madonna san simeone sant anna,High_Quality,OpereArteVisiva
regina stata ritratta tre quarti rigoroso abito nero velo capo fermato diadema mentre legge messale figura poggia gomito destro mensa piccolo altare presenti crocifisso cartagloria lato sinistro dipinto scorge corona parte scettro stola ermellino personaggi maria cristina savoia beati interno oggetti crocifisso cartagloria messale scettro corona collana diadema,High_Quality,OpereArteVisiva
primo piano destra gambe prigioniero sottoposto tortura sinistra corte giudicante alto destra madonna quercia personaggi madonna gesu bambino figure uomini oggetti tavolo sedie bastone tortura,High_Quality,OpereArteVisiva
monumento obelisco pietra basamento gradoni sormontato scultura bronzo raffigurante aquila ali aperte tronco liscio privo decorazioni base sezione parallelepipeda presenta ogni lato lapide marmo facce destra sinistra lapidi riportano elenco caduti prima guerra mondiale fronte retro lapidi successive riportano elenco caduti secondo conflitto mondiale monumento trova interno area rispetto adibita aiuola lato sinistro stato collocato cannone grande guerra allegorie simboli vittoria animali aquila,High_Quality,OpereArteVisiva
personaggi santa caterina d alessandria attributi ruota dentata palma,High_Quality,OpereArteVisiva
dipinto raffigurante ritratto gentildonna piedi mano vent re,High_Quality,OpereArteVisiva
dipinto personaggi santa lucia sant agnese,High_Quality,OpereArteVisiva
putto marmo candoglia raffigurante arione metimna poggia isoletta finte rocce centro vasca,High_Quality,OpereArteVisiva
dipinto semplice cornice legno dipinta smalto colore verde raffigura natura morta fiori uva bianca nera calice vino rosso piante fiori frutti uva bianca uva nera oggetti calice,High_Quality,OpereArteVisiva
dipinto incollatato stoffa volta applicata carta ritratti leopoldo ii d asburgo abbigliamento contemporaneo,High_Quality,OpereArteVisiva
primo piano lepre appesa ramo albero fagiani anatre selvatiche beccacce cane accucciato archibugio sfondo altro cane dipinto presenta numerose affinita impianto strutturale luministico resa pittorica tela attualmente deposito presso palazzo intendenza finanza matera entrambe opere parte folto gruppo tele scene caccia nature morte provenienti castello melfi ascrivibili pittore attivonel xvii secolo fonde esperienze naturalistiche pittoricistiche forti influssi nordici,High_Quality,OpereArteVisiva
due armadi sacrestia busti raffiguranti ss bruno ugo sinistra armadio quattro doppi sportelli tre pannelli centro testa cherubino quasi tondo piu basso sopra piano sportelli ribalta cassetti alternati parte inferiore sporgente quattro doppi sportelli chiudono ognuno cinque cassetti intervallati larghe lesene sculture grotteschi armadio destra prolunga angolo verso parete chiesa segreto parte superiore sportelli anta entrambi mobili sormontati medaglione testa virile sorretto festoni cherubini serramenti pomelli bronzo dorato,High_Quality,OpereArteVisiva
attribuibile decorazione esterna mausoleo adriano,High_Quality,OpereArteVisiva
n p ritratti autoritratto giovanni camillo ciabilli abbigliamento giacca marrone chiaro fazzoletto bianco collo fazzoletto bianco capo oggetti tavolozza pennelli,High_Quality,OpereArteVisiva
paesaggio fluviale alcune mucche riposano vegliate due pastori paesaggi paesaggio fluviale figure pastori animali mucche,High_Quality,OpereArteVisiva
lapide sagoma rettangolare angoli leggermente potenziati semplice decorazione faci rovesciate soggetto assente,High_Quality,OpereArteVisiva
brocca grande corpo ovoide base piana collo alto lievemente svasato alto orlo irregolare appiattito ansa nastro medio spessore innestata orlo meta superiore corpo cannello cilindrico beccuccio collegato collo membrana traforata tendente verso esterno imperfezioni cottura grosso scarto superficie esterna,High_Quality,OpereArteVisiva
cassettone quattro cassetti piedi forma rospo decorazione bambocci,High_Quality,OpereArteVisiva
personaggi giuliano marco vespucci abbigliamento armatura oggetti elmo armi pugnale araldica stemma famiglia vespucci,High_Quality,OpereArteVisiva
gallone meccanico decoro smerli realizzato oro filato filato cotone ecru n p,High_Quality,OpereArteVisiva
piatto circolare orlo sagomato filettato d oro accompagnato decorazione serti dorati tesa presenta nervature ondulate fondo bianco dipinti mazzi fiori policromi tulipano crisantemo cinerarie,High_Quality,OpereArteVisiva
personaggi cristo madonna san giovanni,High_Quality,OpereArteVisiva
reliquiario personaggi san gennaro,High_Quality,OpereArteVisiva
dipinto trompe oeil centro riquadro cornice mistilinea carro primavera angoli ovali finti bassorilievi bronzo allegorie arti centro lati quattro finti bassorilievi stucco bianco venere cupido marte alternati motivi ornamentali racemi vegetali personaggi marte venere cupido allegorie simboli primavera simboli allegoria arti,High_Quality,OpereArteVisiva
monumento trova parete esterna chiesa santissimo crocifisso sinistra ingresso diretto contatto piano stradale breve scalinata formata tre gradini parapetto corrimano evidenziata presenza residuati bellici bombe posti ciascun lato monumento compone due elementi principali base formata lastra quadrangolare cornice aggettante mistilinea contenente centro cartiglio iscrizione esortativa parte superiore architettonica quest ultima sostenuta mensola aggettante zoccoli scanalati evidenza collegati lastra decorata giglio volute mensola colloca entro nicchia lastra marmorea contenente iscrizioni commemorative raffigurazione fotografica singoli caduti delimitano due paraste capitello sorreggenti arco sesto pietra angolare evidenza sopra trabeazione iscrizione sorregge frontone arcuato doppia cornice aggettante avente interno scudo letto fronde quercia alloro lavorate bassorilievo conclude monumento elmo scolpito tondo secondo dopoguerra collocate due lapidi ricordo caduti dispersi quel conflitto soggetto assente,High_Quality,OpereArteVisiva
personaggi madonna s elisabetta s giuseppe donna bambini zaccaria angeli attributi sacca fiaschetta animali asino architetture porta paesaggi colline,High_Quality,OpereArteVisiva
